dcterms:identifier,ac:associatedSpecimenReference,coreid,ac:providerManagedID,ac:derivedFrom,ac:providerLiteral,ac:provider,dc:type,dcterms:type,ac:subtypeLiteral,ac:subtype,ac:accessURI,dc:format,ac:subjectPart,ac:subjectOrientation,ac:caption,Iptc4xmpExt:LocationCreated,ac:captureDevice,dc:creator,ms:scanningTechnician,ac:fundingAttribution,exif:PixelXDimension,exif:PixelYDimension,exif:Xresolution,exif:Yresolution,exif:ResolutionUnit,dicom:SpacingBetweenSlices,dc:rights,dcterms:rights,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement,ac:licenseLogoURL,photoshop:Credit
 ark:/87602/m4/M26353,3d12d1de-8890-4a73-9644-b708d359dac7,244b94bb-2aa8-4e6e-b092-e3d0034ab960,26353,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/26353,image/tiff,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,934,648,252.63313197630603,252.63313197630603,3,0.03958309,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/2/6/3/32657_ms_media_files_media_26353_large.jpg,3d12d1de-8890-4a73-9644-b708d359dac7,244b94bb-2aa8-4e6e-b092-e3d0034ab960,26353p, ark:/87602/m4/M26353,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/6/3/32657_ms_media_files_media_26353_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,486.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M26382,4d4a6cc8-d52e-4968-9c3b-f0d42a1c8bc8,23eeba55-ecad-4c6d-bcf2-4d4ebb6f6ce3,26382,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/26382,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,371.51159896363123,371.51159896363123,3,0.02691706,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/2/6/3/71802_ms_media_files_media_26382_large.jpg,4d4a6cc8-d52e-4968-9c3b-f0d42a1c8bc8,23eeba55-ecad-4c6d-bcf2-4d4ebb6f6ce3,26382p, ark:/87602/m4/M26382,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/6/3/71802_ms_media_files_media_26382_large.jpg,image/jpeg,,,STL of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,713.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M26383,4d4a6cc8-d52e-4968-9c3b-f0d42a1c8bc8,23eeba55-ecad-4c6d-bcf2-4d4ebb6f6ce3,26383,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/26383,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,371.51159896363123,371.51159896363123,3,0.02691706,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/2/6/3/93234_ms_media_files_media_26383_large.jpg,4d4a6cc8-d52e-4968-9c3b-f0d42a1c8bc8,23eeba55-ecad-4c6d-bcf2-4d4ebb6f6ce3,26383p, ark:/87602/m4/M26383,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/6/3/93234_ms_media_files_media_26383_large.jpg,image/jpeg,,,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,713.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M26384,4d4a6cc8-d52e-4968-9c3b-f0d42a1c8bc8,23eeba55-ecad-4c6d-bcf2-4d4ebb6f6ce3,26384,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/26384,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,883,336,371.51159896363123,371.51159896363123,3,0.02691706,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/2/6/3/81727_ms_media_files_media_26384_large.jpg,4d4a6cc8-d52e-4968-9c3b-f0d42a1c8bc8,23eeba55-ecad-4c6d-bcf2-4d4ebb6f6ce3,26384p, ark:/87602/m4/M26384,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/6/3/81727_ms_media_files_media_26384_large.jpg,image/jpeg,,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,266.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M28391,154c129d-5459-4725-a34d-42be24f049ae,c24910c7-b619-4ecd-84d2-3795371d4134,28391,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/28391,application/stl,Whole body,Whole body,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,,,302.54128629663444,302.54128629663444,3,0.03305334,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/8/3/40406_ms_media_files_media_28391_large.jpg,154c129d-5459-4725-a34d-42be24f049ae,c24910c7-b619-4ecd-84d2-3795371d4134,28391p, ark:/87602/m4/M28391,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/8/3/40406_ms_media_files_media_28391_large.jpg,image/jpeg,Whole body,Whole body,Whole body STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,634.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M28392,154c129d-5459-4725-a34d-42be24f049ae,c24910c7-b619-4ecd-84d2-3795371d4134,28392,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/28392,application/stl,Whole body,Whole body,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,,,302.54128629663444,302.54128629663444,3,0.03305334,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/8/3/7223_ms_media_files_media_28392_large.jpg,154c129d-5459-4725-a34d-42be24f049ae,c24910c7-b619-4ecd-84d2-3795371d4134,28392p, ark:/87602/m4/M28392,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/8/3/7223_ms_media_files_media_28392_large.jpg,image/jpeg,Whole body,Whole body,Skull STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,634.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M28393,154c129d-5459-4725-a34d-42be24f049ae,c24910c7-b619-4ecd-84d2-3795371d4134,28393,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/28393,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,566,1198,302.54128629663444,302.54128629663444,3,0.03305334,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/8/3/40431_ms_media_files_media_28393_large.jpg,154c129d-5459-4725-a34d-42be24f049ae,c24910c7-b619-4ecd-84d2-3795371d4134,28393p, ark:/87602/m4/M28393,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/8/3/40431_ms_media_files_media_28393_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Zstack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,1482.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M28400,e2dffad7-d16f-435e-8775-cc32289554be,7b1ffe59-ab8b-4571-bb39-0c52e723803d,28400,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/28400,application/stl,Whole body,Whole body,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,,,491.99354307674054,491.99354307674054,3,0.02032547,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/8/4/95668_ms_media_files_media_28400_large.jpg,e2dffad7-d16f-435e-8775-cc32289554be,7b1ffe59-ab8b-4571-bb39-0c52e723803d,28400p, ark:/87602/m4/M28400,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/8/4/95668_ms_media_files_media_28400_large.jpg,image/jpeg,Whole body,Whole body,whole body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,650.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M28401,e2dffad7-d16f-435e-8775-cc32289554be,7b1ffe59-ab8b-4571-bb39-0c52e723803d,28401,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/28401,application/stl,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,,,491.99354307674054,491.99354307674054,3,0.02032547,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/8/4/25708_ms_media_files_media_28401_large.jpg,e2dffad7-d16f-435e-8775-cc32289554be,7b1ffe59-ab8b-4571-bb39-0c52e723803d,28401p, ark:/87602/m4/M28401,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/8/4/25708_ms_media_files_media_28401_large.jpg,image/jpeg,,,Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,650.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M29052,9705c956-a9b2-4de3-83e3-1c795234179a,bf89730c-3118-4f31-aba9-7b4bb3dd8e89,29052,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/29052,application/stl,Full skeleton,Full skeleton,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,,,294.74475988028644,294.74475988028644,3,0.03392766,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/9/0/73367_ms_media_files_media_29052_large.jpg,9705c956-a9b2-4de3-83e3-1c795234179a,bf89730c-3118-4f31-aba9-7b4bb3dd8e89,29052p, ark:/87602/m4/M29052,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/9/0/73367_ms_media_files_media_29052_large.jpg,image/jpeg,Full skeleton,Full skeleton,Whole body STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,,700.0,624.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M29462,51118e19-39e3-4f62-ad71-e0d5f5f1f0d0,82D2EEB0-D48D-4576-98EC-D938D9C47153,29462,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/29462,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Dan Paluh,,1055,501,919.1793199359884,919.1793199359884,3,0.01087927,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/2/9/4/89123_ms_media_files_media_29462_large.jpg,51118e19-39e3-4f62-ad71-e0d5f5f1f0d0,82D2EEB0-D48D-4576-98EC-D938D9C47153,29462p, ark:/87602/m4/M29462,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/2/9/4/89123_ms_media_files_media_29462_large.jpg,image/jpeg,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Dan Paluh,,700.0,332.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M31328,ec27b91e-6790-43a9-a6eb-f08e015b49a8,015e12ca-2838-49d8-9047-8bd15165ce3b,31328,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/31328,application/stl,CT scan of skull,CT scan of skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,302.8527647403194,,3,0.03301934525370598,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/1/3/36197_ms_media_files_media_31328_large.jpg,ec27b91e-6790-43a9-a6eb-f08e015b49a8,015e12ca-2838-49d8-9047-8bd15165ce3b,31328p, ark:/87602/m4/M31328,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/1/3/36197_ms_media_files_media_31328_large.jpg,image/jpeg,CT scan of skull,CT scan of skull,Skull STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,662.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M31329,ec27b91e-6790-43a9-a6eb-f08e015b49a8,015e12ca-2838-49d8-9047-8bd15165ce3b,31329,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/31329,application/stl,CT scan of skull,CT scan of skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,302.8527647403194,,3,0.03301934525370598,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/1/3/87744_ms_media_files_media_31329_large.jpg,ec27b91e-6790-43a9-a6eb-f08e015b49a8,015e12ca-2838-49d8-9047-8bd15165ce3b,31329p, ark:/87602/m4/M31329,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/1/3/87744_ms_media_files_media_31329_large.jpg,image/jpeg,CT scan of skull,CT scan of skull,STL of Jaw,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,662.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M31331,ec27b91e-6790-43a9-a6eb-f08e015b49a8,015e12ca-2838-49d8-9047-8bd15165ce3b,31331,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/31331,image/tiff,16bit tiffs,16bit tiffs,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,1636,882,302.8527647403194,,3,0.03301934525370598,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/3/1/3/78864_ms_media_files_media_31331_large.jpg,ec27b91e-6790-43a9-a6eb-f08e015b49a8,015e12ca-2838-49d8-9047-8bd15165ce3b,31331p, ark:/87602/m4/M31331,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/1/3/78864_ms_media_files_media_31331_large.jpg,image/jpeg,16bit tiffs,16bit tiffs,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,377.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,Florida Museum of Natural History,Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M31463,ff3f494a-e818-448e-bb94-1509a4867bc0,d8e2f1a2-78f5-4119-a797-f6794d4eb391,31463,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/31463,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,636,2022,215.48032179831256,215.48032179831256,3,0.04640795,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/1/4/88025_ms_media_files_media_31463_large.jpg,ff3f494a-e818-448e-bb94-1509a4867bc0,d8e2f1a2-78f5-4119-a797-f6794d4eb391,31463p, ark:/87602/m4/M31463,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/1/4/88025_ms_media_files_media_31463_large.jpg,image/jpeg,,,Hemidactylus batch1,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,2225.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34469,ff3f494a-e818-448e-bb94-1509a4867bc0,d8e2f1a2-78f5-4119-a797-f6794d4eb391,34469,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34469,application/ply,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,215.48032179831256,215.48032179831256,3,0.04640795,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/4/86048_ms_media_files_media_34469_large.jpg,ff3f494a-e818-448e-bb94-1509a4867bc0,d8e2f1a2-78f5-4119-a797-f6794d4eb391,34469p, ark:/87602/m4/M34469,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/4/86048_ms_media_files_media_34469_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,346.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M31466,cca0c664-f504-4857-9516-5ac27bdb377b,571e5a42-38f9-4f7f-bfca-50d3e29ee2c6,31466,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/31466,image/tiff,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,800,480,230.10145863615642,230.10145863615642,3,0.04345909,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/1/4/72928_ms_media_files_media_31466_large.jpg,cca0c664-f504-4857-9516-5ac27bdb377b,571e5a42-38f9-4f7f-bfca-50d3e29ee2c6,31466p, ark:/87602/m4/M31466,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/1/4/72928_ms_media_files_media_31466_large.jpg,image/jpeg,,,Hemidactylus batch2,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,420.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
 ark:/87602/m4/M34470,cca0c664-f504-4857-9516-5ac27bdb377b,571e5a42-38f9-4f7f-bfca-50d3e29ee2c6,34470,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/34470,application/ply,,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,,,230.10145863615642,230.10145863615642,3,0.04345909,Copyright permission not set,,,Media reuse policy not set,,,
https://www.morphosource.org/media/morphosource/images/3/4/4/89744_ms_media_files_media_34470_large.jpg,cca0c664-f504-4857-9516-5ac27bdb377b,571e5a42-38f9-4f7f-bfca-50d3e29ee2c6,34470p, ark:/87602/m4/M34470,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/3/4/4/89744_ms_media_files_media_34470_large.jpg,image/jpeg,,,quadrate STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Daniel Paluh <dpaluh@ufl.edu>,,,700.0,346.0,,,,,Copyright permission not set,,,Media reuse policy not set,,,
